,Município,ano,ginibr
11822,220170 Bertolínia,2010,"0,5276"
11823,220173 Betânia do Piauí,2010,"0,5392"
11824,220177 Boa Hora,2010,"0,5138"
11825,220180 Bocaina,2010,"0,5839"
11826,220190 Bom Jesus,2010,"0,6291"
11827,220191 Bom Princípio do Piauí,2010,"0,5744"
11828,220192 Bonfim do Piauí,2010,"0,4514"
11829,220194 Boqueirão do Piauí,2010,"0,5016"
11830,220196 Brasileira,2010,"0,4889"
11831,220198 Brejo do Piauí,2010,"0,524"
11832,220200 Buriti dos Lopes,2010,"0,5481"
11833,220202 Buriti dos Montes,2010,"0,5702"
11834,220205 Cabeceiras do Piauí,2010,"0,5352"
11835,220207 Cajazeiras do Piauí,2010,"0,4932"
11836,220208 Cajueiro da Praia,2010,"0,6448"
11837,220209 Caldeirão Grande do Piauí,2010,"0,5267"
11838,220210 Campinas do Piauí,2010,"0,5516"
11839,220211 Campo Alegre do Fidalgo,2010,"0,6588"
11840,220213 Campo Grande do Piauí,2010,"0,4815"
11841,220217 Campo Largo do Piauí,2010,"0,5371"
11842,220220 Campo Maior,2010,"0,535"
11843,220225 Canavieira,2010,"0,5201"
11844,220230 Canto do Buriti,2010,"0,5321"
11845,220240 Capitão de Campos,2010,"0,5151"
11846,220245 Capitão Gervásio Oliveira,2010,"0,5612"
11847,220250 Caracol,2010,"0,6208"
11848,220253 Caraúbas do Piauí,2010,"0,5863"
11849,220255 Caridade do Piauí,2010,"0,5311"
11850,220260 Castelo do Piauí,2010,"0,4893"
11851,220265 Caxingó,2010,"0,5264"
11852,220270 Cocal,2010,"0,5688"
11853,220271 Cocal de Telha,2010,"0,5224"
11854,220272 Cocal dos Alves,2010,"0,5945"
11855,220273 Coivaras,2010,"0,488"
11856,220275 Colônia do Gurguéia,2010,"0,4964"
11857,220277 Colônia do Piauí,2010,"0,5092"
11858,220280 Conceição do Canindé,2010,"0,5359"
11859,220285 Coronel José Dias,2010,"0,5782"
11860,220290 Corrente,2010,"0,6055"
11861,220300 Cristalândia do Piauí,2010,"0,6149"
11862,220310 Cristino Castro,2010,"0,5956"
11863,220320 Curimatá,2010,"0,5536"
11864,220323 Currais,2010,"0,5188"
11865,220327 Curral Novo do Piauí,2010,"0,5784"
11866,220325 Curralinhos,2010,"0,5349"
11867,220330 Demerval Lobão,2010,"0,4825"
11868,220335 Dirceu Arcoverde,2010,"0,5265"
11869,220340 Dom Expedito Lopes,2010,"0,5201"
11870,220345 Dom Inocêncio,2010,"0,5356"
11871,220342 Domingos Mourão,2010,"0,5688"
11872,220350 Elesbão Veloso,2010,"0,4879"
11873,220360 Eliseu Martins,2010,"0,5864"
11874,220370 Esperantina,2010,"0,5168"
11875,220375 Fartura do Piauí,2010,"0,5249"
11876,220380 Flores do Piauí,2010,"0,5751"
11877,220385 Floresta do Piauí,2010,"0,515"
11878,220390 Floriano,2010,"0,5579"
11879,220400 Francinópolis,2010,"0,5666"
11880,220410 Francisco Ayres,2010,"0,5211"
11881,220415 Francisco Macedo,2010,"0,4976"
11882,220420 Francisco Santos,2010,"0,5136"
11883,220430 Fronteiras,2010,"0,5653"
11884,220435 Geminiano,2010,"0,4668"
11885,220440 Gilbués,2010,"0,6883"
11886,220450 Guadalupe,2010,"0,5059"
11887,220455 Guaribas,2010,"0,5763"
11888,220460 Hugo Napoleão,2010,"0,5491"
11889,220465 Ilha Grande,2010,"0,5132"
11890,220470 Inhuma,2010,"0,5298"
11891,220480 Ipiranga do Piauí,2010,"0,4809"
11892,220490 Isaías Coelho,2010,"0,7972"
11893,220500 Itainópolis,2010,"0,5033"
11894,220510 Itaueira,2010,"0,5563"
11895,220515 Jacobina do Piauí,2010,"0,5286"
11896,220520 Jaicós,2010,"0,5306"
11897,220525 Jardim do Mulato,2010,"0,515"
11898,220527 Jatobá do Piauí,2010,"0,4702"
11899,220530 Jerumenha,2010,"0,4991"
11900,220535 João Costa,2010,"0,491"
11901,220540 Joaquim Pires,2010,"0,6058"
11902,220545 Joca Marques,2010,"0,5761"
11903,220550 José de Freitas,2010,"0,5449"
11904,220551 Juazeiro do Piauí,2010,"0,5109"
11905,220552 Júlio Borges,2010,"0,5331"
11906,220553 Jurema,2010,"0,5592"
11907,220555 Lagoa Alegre,2010,"0,5348"
11908,220557 Lagoa de São Francisco,2010,"0,5271"
11909,220556 Lagoa do Barro do Piauí,2010,"0,5974"
11910,220558 Lagoa do Piauí,2010,"0,4685"
11911,220559 Lagoa do Sítio,2010,"0,555"
11912,220554 Lagoinha do Piauí,2010,"0,553"
11913,220560 Landri Sales,2010,"0,5727"
11914,220570 Luís Correia,2010,"0,5942"
11915,220580 Luzilândia,2010,"0,5146"
11916,220585 Madeiro,2010,"0,5404"
11917,220590 Manoel Emídio,2010,"0,5585"
11918,220595 Marcolândia,2010,"0,4891"
11919,220600 Marcos Parente,2010,"0,4947"
11920,220605 Massapê do Piauí,2010,"0,5133"
11921,220610 Matias Olímpio,2010,"0,5204"
11922,220620 Miguel Alves,2010,"0,6"
11923,220630 Miguel Leão,2010,"0,5227"
11924,220635 Milton Brandão,2010,"0,5526"
11925,220640 Monsenhor Gil,2010,"0,5015"
11926,220650 Monsenhor Hipólito,2010,"0,5364"
11927,220660 Monte Alegre do Piauí,2010,"0,5734"
11928,220665 Morro Cabeça no Tempo,2010,"0,5957"
11929,220667 Morro do Chapéu do Piauí,2010,"0,5304"
11930,220669 Murici dos Portelas,2010,"0,5971"
11931,220670 Nazaré do Piauí,2010,"0,5668"
11932,220672 Nazária,2010,"0,5066"
11933,220675 Nossa Senhora de Nazaré,2010,"0,5088"
11934,220680 Nossa Senhora dos Remédios,2010,"0,4854"
11935,220795 Nova Santa Rita,2010,"0,6312"
11936,220690 Novo Oriente do Piauí,2010,"0,5197"
11937,220695 Novo Santo Antônio,2010,"0,5628"
11938,220700 Oeiras,2010,"0,5873"
11939,220710 Olho D'Água do Piauí,2010,"0,566"
11940,220720 Padre Marcos,2010,"0,5302"
11941,220730 Paes Landim,2010,"0,5084"
11942,220735 Pajeú do Piauí,2010,"0,5998"
11943,220740 Palmeira do Piauí,2010,"0,5967"
11944,220750 Palmeirais,2010,"0,588"
11945,220755 Paquetá,2010,"0,4997"
11946,220760 Parnaguá,2010,"0,5663"
11947,220770 Parnaíba,2010,"0,5772"
11948,220775 Passagem Franca do Piauí,2010,"0,5393"
11949,220777 Patos do Piauí,2010,"0,508"
11950,220779 Pau D'Arco do Piauí,2010,"0,6093"
11951,220780 Paulistana,2010,"0,6083"
11952,220785 Pavussu,2010,"0,5278"
11953,220790 Pedro II,2010,"0,5885"
11954,220793 Pedro Laurentino,2010,"0,5615"
11955,220800 Picos,2010,"0,563"
11956,220810 Pimenteiras,2010,"0,5735"
11957,220820 Pio IX,2010,"0,5749"
11958,220830 Piracuruca,2010,"0,5428"
11959,220840 Piripiri,2010,"0,5633"
11960,220850 Porto,2010,"0,5672"
11961,220855 Porto Alegre do Piauí,2010,"0,4867"
11962,220860 Prata do Piauí,2010,"0,5616"
11963,220865 Queimada Nova,2010,"0,5265"
11964,220870 Redenção do Gurguéia,2010,"0,5794"
11965,220880 Regeneração,2010,"0,5611"
11966,220885 Riacho Frio,2010,"0,6059"
11967,220887 Ribeira do Piauí,2010,"0,5826"
11968,220890 Ribeiro Gonçalves,2010,"0,5975"
11969,220900 Rio Grande do Piauí,2010,"0,5471"
11970,220910 Santa Cruz do Piauí,2010,"0,4923"
11971,220915 Santa Cruz dos Milagres,2010,"0,4455"
11972,220920 Santa Filomena,2010,"0,5929"
11973,220930 Santa Luz,2010,"0,5163"
11974,220937 Santa Rosa do Piauí,2010,"0,5264"
11975,220935 Santana do Piauí,2010,"0,4685"
11976,220940 Santo Antônio de Lisboa,2010,"0,4672"
11977,220945 Santo Antônio dos Milagres,2010,"0,495"
11978,220950 Santo Inácio do Piauí,2010,"0,5284"
11979,220955 São Braz do Piauí,2010,"0,5261"
11980,220960 São Félix do Piauí,2010,"0,5242"
11981,220965 São Francisco de Assis do Piauí,2010,"0,6039"
11982,220970 São Francisco do Piauí,2010,"0,5423"
11983,220975 São Gonçalo do Gurguéia,2010,"0,6471"
11984,220980 São Gonçalo do Piauí,2010,"0,5657"
11985,220985 São João da Canabrava,2010,"0,5248"
11986,220987 São João da Fronteira,2010,"0,5467"
11987,220990 São João da Serra,2010,"0,5746"
11988,220995 São João da Varjota,2010,"0,569"
11989,220997 São João do Arraial,2010,"0,5484"
11990,221000 São João do Piauí,2010,"0,5778"
11991,221005 São José do Divino,2010,"0,4924"
11992,221010 São José do Peixe,2010,"0,5732"
11993,221020 São José do Piauí,2010,"0,4312"
11994,221030 São Julião,2010,"0,5226"
11995,221035 São Lourenço do Piauí,2010,"0,469"
11996,221037 São Luis do Piauí,2010,"0,5056"
11997,221038 São Miguel da Baixa Grande,2010,"0,541"
11998,221039 São Miguel do Fidalgo,2010,"0,5579"
11999,221040 São Miguel do Tapuio,2010,"0,5788"
12000,221050 São Pedro do Piauí,2010,"0,5684"
12001,221060 São Raimundo Nonato,2010,"0,5504"
12002,221062 Sebastião Barros,2010,"0,5958"
12003,221063 Sebastião Leal,2010,"0,5964"
12004,221065 Sigefredo Pacheco,2010,"0,5078"
12005,221070 Simões,2010,"0,5149"
12006,221080 Simplício Mendes,2010,"0,5706"
12007,221090 Socorro do Piauí,2010,"0,5757"
12008,221093 Sussuapara,2010,"0,4643"
12009,221095 Tamboril do Piauí,2010,"0,5461"
12010,221097 Tanque do Piauí,2010,"0,4749"
12011,221100 Teresina,2010,"0,6171"
12012,221110 União,2010,"0,5247"
12013,221120 Uruçuí,2010,"0,5532"
12014,221130 Valença do Piauí,2010,"0,531"
12015,221135 Várzea Branca,2010,"0,5706"
12016,221140 Várzea Grande,2010,"0,5233"
12017,221150 Vera Mendes,2010,"0,5815"
12018,221160 Vila Nova do Piauí,2010,"0,6043"
12019,221170 Wall Ferraz,2010,"0,5102"
12020,230010 Abaiara,2010,"0,488"
12021,230015 Acarape,2010,"0,4331"
12022,230020 Acaraú,2010,"0,6087"
12023,230030 Acopiara,2010,"0,5802"
12024,230040 Aiuaba,2010,"0,5297"
12025,230050 Alcântaras,2010,"0,4651"
12026,230060 Altaneira,2010,"0,5538"
12027,230070 Alto Santo,2010,"0,4819"
12028,230075 Amontada,2010,"0,5633"
12029,230080 Antonina do Norte,2010,"0,5134"
12030,230090 Apuiarés,2010,"0,543"
12031,230100 Aquiraz,2010,"0,498"
12032,230110 Aracati,2010,"0,5416"
12033,230120 Aracoiaba,2010,"0,5175"
12034,230125 Ararendá,2010,"0,5392"
12035,230130 Araripe,2010,"0,5594"
12036,230140 Aratuba,2010,"0,4877"
12037,230150 Arneiroz,2010,"0,5309"
12038,230160 Assaré,2010,"0,5933"
12039,230170 Aurora,2010,"0,5275"
12040,230180 Baixio,2010,"0,4599"
12041,230185 Banabuiú,2010,"0,5622"
12042,230190 Barbalha,2010,"0,5168"
12043,230195 Barreira,2010,"0,506"
12044,230200 Barro,2010,"0,5106"
12045,230205 Barroquinha,2010,"0,5536"
12046,230210 Baturité,2010,"0,4816"
12047,230220 Beberibe,2010,"0,5606"
12048,230230 Bela Cruz,2010,"0,5518"
12049,230240 Boa Viagem,2010,"0,5926"
12050,230250 Brejo Santo,2010,"0,5351"
12051,230260 Camocim,2010,"0,5712"
12052,230270 Campos Sales,2010,"0,5898"
12053,230280 Canindé,2010,"0,5962"
12054,230290 Capistrano,2010,"0,5627"
12055,230300 Caridade,2010,"0,5244"
12056,230310 Cariré,2010,"0,542"
12057,230320 Caririaçu,2010,"0,5175"
12058,230330 Cariús,2010,"0,5277"
12059,230340 Carnaubal,2010,"0,5351"
12060,230350 Cascavel,2010,"0,4893"
12061,230360 Catarina,2010,"0,5174"
12062,230365 Catunda,2010,"0,5434"
12063,230370 Caucaia,2010,"0,4931"
12064,230380 Cedro,2010,"0,5685"
12065,230390 Chaval,2010,"0,5062"
12066,230393 Choró,2010,"0,5793"
12067,230395 Chorozinho,2010,"0,5027"
12068,230400 Coreaú,2010,"0,513"
12069,230410 Crateús,2010,"0,6094"
12070,230420 Crato,2010,"0,5746"
12071,230423 Croatá,2010,"0,5864"
12072,230425 Cruz,2010,"0,5856"
12073,230426 Deputado Irapuan Pinheiro,2010,"0,5086"
12074,230427 Ererê,2010,"0,4701"
12075,230428 Eusébio,2010,"0,6613"
12076,230430 Farias Brito,2010,"0,5529"
12077,230435 Forquilha,2010,"0,4714"
12078,230440 Fortaleza,2010,"0,6267"
12079,230445 Fortim,2010,"0,5124"
12080,230450 Frecheirinha,2010,"0,5283"
12081,230460 General Sampaio,2010,"0,5155"
12082,230465 Graça,2010,"0,5588"
12083,230470 Granja,2010,"0,626"
12084,230480 Granjeiro,2010,"0,5064"
12085,230490 Groaíras,2010,"0,4701"
12086,230495 Guaiúba,2010,"0,4833"
12087,230500 Guaraciaba do Norte,2010,"0,5199"
12088,230510 Guaramiranga,2010,"0,4719"
12089,230520 Hidrolândia,2010,"0,5109"
12090,230523 Horizonte,2010,"0,4283"
12091,230526 Ibaretama,2010,"0,5512"
12092,230530 Ibiapina,2010,"0,4776"
12093,230533 Ibicuitinga,2010,"0,5289"
12094,230535 Icapuí,2010,"0,4796"
12095,230540 Icó,2010,"0,5612"
12096,230550 Iguatu,2010,"0,5522"
12097,230560 Independência,2010,"0,563"
12098,230565 Ipaporanga,2010,"0,5534"
12099,230570 Ipaumirim,2010,"0,6376"
12100,230580 Ipu,2010,"0,5648"
12101,230590 Ipueiras,2010,"0,5655"
12102,230600 Iracema,2010,"0,5562"
12103,230610 Irauçuba,2010,"0,6235"
12104,230620 Itaiçaba,2010,"0,4446"
12105,230625 Itaitinga,2010,"0,5104"
12106,230630 Itapagé,2010,"0,5408"
12107,230640 Itapipoca,2010,"0,5617"
12108,230650 Itapiúna,2010,"0,5011"
12109,230655 Itarema,2010,"0,5312"
12110,230660 Itatira,2010,"0,5415"
12111,230670 Jaguaretama,2010,"0,5695"
12112,230680 Jaguaribara,2010,"0,4587"
12113,230690 Jaguaribe,2010,"0,5429"
12114,230700 Jaguaruana,2010,"0,4723"
12115,230710 Jardim,2010,"0,5305"
12116,230720 Jati,2010,"0,4995"
12117,230725 Jijoca de Jericoacoara,2010,"0,5934"
12118,230730 Juazeiro do Norte,2010,"0,5488"
12119,230740 Jucás,2010,"0,4965"
12120,230750 Lavras da Mangabeira,2010,"0,5868"
12121,230760 Limoeiro do Norte,2010,"0,5055"
12122,230763 Madalena,2010,"0,5793"
12123,230765 Maracanaú,2010,"0,4423"
12124,230770 Maranguape,2010,"0,4666"
12125,230780 Marco,2010,"0,541"
12126,230790 Martinópole,2010,"0,6002"
12127,230800 Massapê,2010,"0,4731"
12128,230810 Mauriti,2010,"0,5618"
12129,230820 Meruoca,2010,"0,4733"
12130,230830 Milagres,2010,"0,4732"
12131,230835 Milhã,2010,"0,5415"
12132,230837 Miraíma,2010,"0,6448"
12133,230840 Missão Velha,2010,"0,5758"
12134,230850 Mombaça,2010,"0,5406"
12135,230860 Monsenhor Tabosa,2010,"0,5577"
12136,230870 Morada Nova,2010,"0,5264"
12137,230880 Moraújo,2010,"0,5212"
12138,230890 Morrinhos,2010,"0,5457"
12139,230900 Mucambo,2010,"0,5965"
12140,230910 Mulungu,2010,"0,5653"
12141,230920 Nova Olinda,2010,"0,5784"
12142,230930 Nova Russas,2010,"0,5097"
12143,230940 Novo Oriente,2010,"0,6104"
12144,230945 Ocara,2010,"0,5326"
12145,230950 Orós,2010,"0,4938"
12146,230960 Pacajus,2010,"0,4786"
12147,230970 Pacatuba,2010,"0,4652"
12148,230980 Pacoti,2010,"0,5105"
12149,230990 Pacujá,2010,"0,5018"
12150,231000 Palhano,2010,"0,47"
12151,231010 Palmácia,2010,"0,6364"
12152,231020 Paracuru,2010,"0,5525"
12153,231025 Paraipaba,2010,"0,5116"
12154,231030 Parambu,2010,"0,5352"
12155,231040 Paramoti,2010,"0,5286"
12156,231050 Pedra Branca,2010,"0,5153"
12157,231060 Penaforte,2010,"0,4578"
12158,231070 Pentecoste,2010,"0,574"
12159,231080 Pereiro,2010,"0,5471"
12160,231085 Pindoretama,2010,"0,4587"
12161,231090 Piquet Carneiro,2010,"0,5257"
12162,231095 Pires Ferreira,2010,"0,5198"
12163,231100 Poranga,2010,"0,55"
12164,231110 Porteiras,2010,"0,4995"
12165,231120 Potengi,2010,"0,5844"
12166,231123 Potiretama,2010,"0,4975"
12167,231126 Quiterianópolis,2010,"0,557"
12168,231130 Quixadá,2010,"0,5434"
12169,231135 Quixelô,2010,"0,5141"
12170,231140 Quixeramobim,2010,"0,5663"
12171,231150 Quixeré,2010,"0,4486"
12172,231160 Redenção,2010,"0,5094"
12173,231170 Reriutaba,2010,"0,6025"
12174,231180 Russas,2010,"0,4696"
12175,231190 Saboeiro,2010,"0,5506"
12176,231195 Salitre,2010,"0,4896"
12177,231220 Santa Quitéria,2010,"0,5679"
12178,231200 Santana do Acaraú,2010,"0,6886"
12179,231210 Santana do Cariri,2010,"0,5672"
12180,231230 São Benedito,2010,"0,5182"
12181,231240 São Gonçalo do Amarante,2010,"0,5203"
12182,231250 São João do Jaguaribe,2010,"0,511"
12183,231260 São Luís do Curu,2010,"0,5233"
12184,231270 Senador Pompeu,2010,"0,5179"
12185,231280 Senador Sá,2010,"0,5264"
12186,231290 Sobral,2010,"0,5702"
12187,231300 Solonópole,2010,"0,5169"
12188,231310 Tabuleiro do Norte,2010,"0,5413"
12189,231320 Tamboril,2010,"0,5287"
12190,231325 Tarrafas,2010,"0,5462"
12191,231330 Tauá,2010,"0,5776"
12192,231335 Tejuçuoca,2010,"0,5202"
12193,231340 Tianguá,2010,"0,6125"
12194,231350 Trairi,2010,"0,5561"
12195,231355 Tururu,2010,"0,5466"
12196,231360 Ubajara,2010,"0,5441"
12197,231370 Umari,2010,"0,5558"
12198,231375 Umirim,2010,"0,5384"
12199,231380 Uruburetama,2010,"0,5499"
12200,231390 Uruoca,2010,"0,5383"
12201,231395 Varjota,2010,"0,5346"
12202,231400 Várzea Alegre,2010,"0,5434"
12203,231410 Viçosa do Ceará,2010,"0,6023"
12204,240010 Acari,2010,"0,4915"
12205,240020 Açu,2010,"0,5387"
12206,240030 Afonso Bezerra,2010,"0,5224"
12207,240040 Água Nova,2010,"0,4613"
12208,240050 Alexandria,2010,"0,5381"
12209,240060 Almino Afonso,2010,"0,4935"
12210,240070 Alto do Rodrigues,2010,"0,4818"
12211,240080 Angicos,2010,"0,5361"
12212,240090 Antônio Martins,2010,"0,5119"
12213,240100 Apodi,2010,"0,5511"
12214,240110 Areia Branca,2010,"0,4815"
12215,240120 Arês,2010,"0,5315"
12216,240130 Augusto Severo,2010,"0,6815"
12217,240140 Baía Formosa,2010,"0,4837"
12218,240145 Baraúna,2010,"0,4316"
12219,240150 Barcelona,2010,"0,5008"
12220,240160 Bento Fernandes,2010,"0,4741"
12221,240165 Bodó,2010,"0,5259"
12222,240170 Bom Jesus,2010,"0,5472"
12223,240180 Brejinho,2010,"0,5027"
12224,240185 Caiçara do Norte,2010,"0,5314"
12225,240190 Caiçara do Rio do Vento,2010,"0,5063"
12226,240200 Caicó,2010,"0,562"
12227,240210 Campo Redondo,2010,"0,5644"
12228,240220 Canguaretama,2010,"0,5024"
12229,240230 Caraúbas,2010,"0,5439"
12230,240240 Carnaúba dos Dantas,2010,"0,4078"
12231,240250 Carnaubais,2010,"0,5263"
12232,240260 Ceará-Mirim,2010,"0,5262"
12233,240270 Cerro Corá,2010,"0,54"
12234,240280 Coronel Ezequiel,2010,"0,5488"
12235,240290 Coronel João Pessoa,2010,"0,4981"
12236,240300 Cruzeta,2010,"0,4278"
12237,240310 Currais Novos,2010,"0,5912"
12238,240320 Doutor Severiano,2010,"0,4943"
12239,240330 Encanto,2010,"0,4735"
12240,240340 Equador,2010,"0,5038"
12241,240350 Espírito Santo,2010,"0,5524"
12242,240360 Extremoz,2010,"0,5637"
12243,240370 Felipe Guerra,2010,"0,4856"
12244,240375 Fernando Pedroza,2010,"0,5546"
12245,240380 Florânia,2010,"0,4902"
12246,240390 Francisco Dantas,2010,"0,5002"
12247,240400 Frutuoso Gomes,2010,"0,4768"
12248,240410 Galinhos,2010,"0,5752"
12249,240420 Goianinha,2010,"0,581"
12250,240430 Governador Dix-Sept Rosado,2010,"0,5002"
12251,240440 Grossos,2010,"0,4963"
12252,240450 Guamaré,2010,"0,5309"
12253,240460 Ielmo Marinho,2010,"0,5159"
12254,240470 Ipanguaçu,2010,"0,4835"
12255,240480 Ipueira,2010,"0,3995"
12256,240485 Itajá,2010,"0,4205"
12257,240490 Itaú,2010,"0,4882"
12258,240500 Jaçanã,2010,"0,491"
12259,240510 Jandaíra,2010,"0,5252"
12260,240520 Janduís,2010,"0,4811"
12261,240530 Januário Cicco,2010,"0,5286"
12262,240540 Japi,2010,"0,5221"
12263,240550 Jardim de Angicos,2010,"0,5342"
12264,240560 Jardim de Piranhas,2010,"0,4607"
12265,240570 Jardim do Seridó,2010,"0,5025"
12266,240580 João Câmara,2010,"0,561"
12267,240590 João Dias,2010,"0,5572"
12268,240600 José da Penha,2010,"0,4744"
12269,240610 Jucurutu,2010,"0,4697"
12270,240615 Jundiá,2010,"0,4417"
12271,240620 Lagoa d'Anta,2010,"0,5408"
12272,240630 Lagoa de Pedras,2010,"0,5186"
12273,240640 Lagoa de Velhos,2010,"0,4248"
12274,240650 Lagoa Nova,2010,"0,5081"
12275,240660 Lagoa Salgada,2010,"0,5532"
12276,240670 Lajes,2010,"0,4949"
12277,240680 Lajes Pintadas,2010,"0,4569"
12278,240690 Lucrécia,2010,"0,6169"
12279,240700 Luís Gomes,2010,"0,5555"
12280,240710 Macaíba,2010,"0,5101"
12281,240720 Macau,2010,"0,5078"
12282,240725 Major Sales,2010,"0,5135"
12283,240730 Marcelino Vieira,2010,"0,5259"
12284,240740 Martins,2010,"0,4958"
12285,240750 Maxaranguape,2010,"0,5258"
12286,240760 Messias Targino,2010,"0,4456"
12287,240770 Montanhas,2010,"0,5465"
12288,240780 Monte Alegre,2010,"0,548"
12289,240790 Monte das Gameleiras,2010,"0,488"
12290,240800 Mossoró,2010,"0,534"
12291,240810 Natal,2010,"0,6217"
12292,240820 Nísia Floresta,2010,"0,5356"
12293,240830 Nova Cruz,2010,"0,527"
12294,240840 Olho-d'Água do Borges,2010,"0,4914"
12295,240850 Ouro Branco,2010,"0,4315"
12296,240860 Paraná,2010,"0,4992"
12297,240870 Paraú,2010,"0,4677"
12298,240880 Parazinho,2010,"0,5237"
12299,240890 Parelhas,2010,"0,4533"
12300,240325 Parnamirim,2010,"0,5604"
12301,240910 Passa e Fica,2010,"0,5156"
12302,240920 Passagem,2010,"0,4094"
12303,240930 Patu,2010,"0,5253"
12304,240940 Pau dos Ferros,2010,"0,5547"
12305,240950 Pedra Grande,2010,"0,4813"
12306,240960 Pedra Preta,2010,"0,5633"
12307,240970 Pedro Avelino,2010,"0,5196"
12308,240980 Pedro Velho,2010,"0,5296"
12309,240990 Pendências,2010,"0,5743"
12310,241000 Pilões,2010,"0,5007"
12311,241010 Poço Branco,2010,"0,5724"
12312,241020 Portalegre,2010,"0,5269"
12313,241025 Porto do Mangue,2010,"0,5555"
12314,241030 Presidente Juscelino,2010,"0,5721"
12315,241040 Pureza,2010,"0,5414"
12316,241050 Rafael Fernandes,2010,"0,457"
12317,241060 Rafael Godeiro,2010,"0,4982"
12318,241070 Riacho da Cruz,2010,"0,4888"
12319,241080 Riacho de Santana,2010,"0,4975"
12320,241090 Riachuelo,2010,"0,5411"
12321,240895 Rio do Fogo,2010,"0,5232"
12322,241100 Rodolfo Fernandes,2010,"0,4724"
12323,241110 Ruy Barbosa,2010,"0,5127"
12324,241120 Santa Cruz,2010,"0,5302"
12325,240933 Santa Maria,2010,"0,4524"
12326,241140 Santana do Matos,2010,"0,5614"
12327,241142 Santana do Seridó,2010,"0,4068"
12328,241150 Santo Antônio,2010,"0,5841"
12329,241160 São Bento do Norte,2010,"0,5461"
12330,241170 São Bento do Trairí,2010,"0,4955"
12331,241180 São Fernando,2010,"0,4494"
12332,241190 São Francisco do Oeste,2010,"0,4137"
12333,241200 São Gonçalo do Amarante,2010,"0,46"
12334,241210 São João do Sabugi,2010,"0,4708"
12335,241220 São José de Mipibu,2010,"0,576"
12336,241230 São José do Campestre,2010,"0,5203"
12337,241240 São José do Seridó,2010,"0,4476"
12338,241250 São Miguel,2010,"0,5399"
12339,241255 São Miguel do Gostoso,2010,"0,5106"
12340,241260 São Paulo do Potengi,2010,"0,4835"
12341,241270 São Pedro,2010,"0,5254"
12342,241280 São Rafael,2010,"0,5232"
12343,241290 São Tomé,2010,"0,4925"
12344,241300 São Vicente,2010,"0,5533"
12345,241310 Senador Elói de Souza,2010,"0,5003"
12346,241320 Senador Georgino Avelino,2010,"0,4493"
12347,241330 Serra de São Bento,2010,"0,5432"
12348,241335 Serra do Mel,2010,"0,5085"
12349,241340 Serra Negra do Norte,2010,"0,4273"
12350,241350 Serrinha,2010,"0,5228"
12351,241355 Serrinha dos Pintos,2010,"0,5046"
12352,241360 Severiano Melo,2010,"0,5288"
12353,241370 Sítio Novo,2010,"0,4636"
12354,241380 Taboleiro Grande,2010,"0,4838"
12355,241390 Taipu,2010,"0,4581"
12356,241400 Tangará,2010,"0,5298"
12357,241410 Tenente Ananias,2010,"0,4613"
12358,241415 Tenente Laurentino Cruz,2010,"0,484"
12359,241105 Tibau,2010,"0,537"
12360,241420 Tibau do Sul,2010,"0,6049"
12361,241430 Timbaúba dos Batistas,2010,"0,3684"
12362,241440 Touros,2010,"0,5189"
12363,241445 Triunfo Potiguar,2010,"0,4653"
12364,241450 Umarizal,2010,"0,5145"
12365,241460 Upanema,2010,"0,5467"
12366,241470 Várzea,2010,"0,4831"
12367,241475 Venha-Ver,2010,"0,508"
12368,241480 Vera Cruz,2010,"0,4292"
12369,241490 Viçosa,2010,"0,4773"
12370,241500 Vila Flor,2010,"0,4617"
12371,250010 Água Branca,2010,"0,5452"
12372,250020 Aguiar,2010,"0,6543"
12373,250030 Alagoa Grande,2010,"0,5506"
12374,250040 Alagoa Nova,2010,"0,5372"
12375,250050 Alagoinha,2010,"0,5312"
12376,250053 Alcantil,2010,"0,4806"
12377,250057 Algodão de Jandaíra,2010,"0,4732"
12378,250060 Alhandra,2010,"0,4653"
12379,250073 Amparo,2010,"0,5035"
12380,250077 Aparecida,2010,"0,5148"
12381,250080 Araçagi,2010,"0,5333"
12382,250090 Arara,2010,"0,5461"
12383,250100 Araruna,2010,"0,5302"
12384,250110 Areia,2010,"0,5495"
12385,250115 Areia de Baraúnas,2010,"0,4622"
12386,250120 Areial,2010,"0,4917"
12387,250130 Aroeiras,2010,"0,5825"
12388,250135 Assunção,2010,"0,5386"
12389,250140 Baía da Traição,2010,"0,5838"
12390,250150 Bananeiras,2010,"0,6055"
12391,250153 Baraúna,2010,"0,5349"
12392,250160 Barra de Santa Rosa,2010,"0,5195"
12393,250157 Barra de Santana,2010,"0,4981"
12394,250170 Barra de São Miguel,2010,"0,4553"
12395,250180 Bayeux,2010,"0,4806"
12396,250190 Belém,2010,"0,5062"
12397,250200 Belém do Brejo do Cruz,2010,"0,4742"
12398,250205 Bernardino Batista,2010,"0,5529"
12399,250210 Boa Ventura,2010,"0,4612"
12400,250215 Boa Vista,2010,"0,419"
12401,250220 Bom Jesus,2010,"0,5054"
12402,250230 Bom Sucesso,2010,"0,4556"
12403,250240 Bonito de Santa Fé,2010,"0,5271"
12404,250250 Boqueirão,2010,"0,4611"
12405,250270 Borborema,2010,"0,5088"
12406,250280 Brejo do Cruz,2010,"0,4772"
12407,250290 Brejo dos Santos,2010,"0,4735"
12408,250300 Caaporã,2010,"0,4895"
