,Município,ano,ginibr
2106,292300 Nova Viçosa,1991,"0,5324"
2107,292303 Novo Horizonte,1991,"0,454"
2108,292305 Novo Triunfo,1991,"0,4175"
2109,292310 Olindina,1991,"0,5184"
2110,292320 Oliveira dos Brejinhos,1991,"0,529"
2111,292330 Ouriçangas,1991,"0,4666"
2112,292335 Ourolândia,1991,"0,6023"
2113,292340 Palmas de Monte Alto,1991,"0,4797"
2114,292350 Palmeiras,1991,"0,6231"
2115,292360 Paramirim,1991,"0,4788"
2116,292370 Paratinga,1991,"0,4679"
2117,292380 Paripiranga,1991,"0,5779"
2118,292390 Pau Brasil,1991,"0,5349"
2119,292400 Paulo Afonso,1991,"0,5867"
2120,292405 Pé de Serra,1991,"0,4368"
2121,292410 Pedrão,1991,"0,4928"
2122,292420 Pedro Alexandre,1991,"0,488"
2123,292430 Piatã,1991,"0,4535"
2124,292440 Pilão Arcado,1991,"0,454"
2125,292450 Pindaí,1991,"0,5575"
2126,292460 Pindobaçu,1991,"0,5674"
2127,292465 Pintadas,1991,"0,445"
2128,292467 Piraí do Norte,1991,"0,5532"
2129,292470 Piripá,1991,"0,4632"
2130,292480 Piritiba,1991,"0,5692"
2131,292490 Planaltino,1991,"0,4778"
2132,292500 Planalto,1991,"0,4514"
2133,292510 Poções,1991,"0,497"
2134,292520 Pojuca,1991,"0,5697"
2135,292525 Ponto Novo,1991,"0,4803"
2136,292530 Porto Seguro,1991,"0,6613"
2137,292540 Potiraguá,1991,"0,5075"
2138,292550 Prado,1991,"0,5103"
2139,292560 Presidente Dutra,1991,"0,5163"
2140,292570 Presidente Jânio Quadros,1991,"0,4038"
2141,292575 Presidente Tancredo Neves,1991,"0,3839"
2142,292580 Queimadas,1991,"0,52"
2143,292590 Quijingue,1991,"0,4603"
2144,292593 Quixabeira,1991,"0,5991"
2145,292595 Rafael Jambeiro,1991,"0,4873"
2146,292600 Remanso,1991,"0,5758"
2147,292610 Retirolândia,1991,"0,4717"
2148,292620 Riachão das Neves,1991,"0,4978"
2149,292630 Riachão do Jacuípe,1991,"0,5385"
2150,292640 Riacho de Santana,1991,"0,5101"
2151,292650 Ribeira do Amparo,1991,"0,4397"
2152,292660 Ribeira do Pombal,1991,"0,5917"
2153,292665 Ribeirão do Largo,1991,"0,4415"
2154,292670 Rio de Contas,1991,"0,5353"
2155,292680 Rio do Antônio,1991,"0,5058"
2156,292690 Rio do Pires,1991,"0,4748"
2157,292700 Rio Real,1991,"0,6055"
2158,292710 Rodelas,1991,"0,4698"
2159,292720 Ruy Barbosa,1991,"0,7195"
2160,292730 Salinas da Margarida,1991,"0,4344"
2161,292740 Salvador,1991,"0,6576"
2162,292750 Santa Bárbara,1991,"0,5103"
2163,292760 Santa Brígida,1991,"0,4778"
2164,292770 Santa Cruz Cabrália,1991,"0,6223"
2165,292780 Santa Cruz da Vitória,1991,"0,4976"
2166,292790 Santa Inês,1991,"0,513"
2167,292805 Santa Luzia,1991,"0,5202"
2168,292810 Santa Maria da Vitória,1991,"0,6033"
2169,292840 Santa Rita de Cássia,1991,"0,5097"
2170,292850 Santa Teresinha,1991,"0,5201"
2171,292800 Santaluz,1991,"0,5817"
2172,292820 Santana,1991,"0,5875"
2173,292830 Santanópolis,1991,"0,43"
2174,292860 Santo Amaro,1991,"0,5725"
2175,292870 Santo Antônio de Jesus,1991,"0,6164"
2176,292880 Santo Estêvão,1991,"0,518"
2177,292890 São Desidério,1991,"0,588"
2178,292895 São Domingos,1991,"0,4483"
2179,292910 São Felipe,1991,"0,4916"
2180,292900 São Félix,1991,"0,5637"
2181,292905 São Félix do Coribe,1991,"0,4819"
2182,292920 São Francisco do Conde,1991,"0,644"
2183,292925 São Gabriel,1991,"0,4559"
2184,292930 São Gonçalo dos Campos,1991,"0,5882"
2185,292935 São José da Vitória,1991,"0,4652"
2186,292937 São José do Jacuípe,1991,"0,4616"
2187,292940 São Miguel das Matas,1991,"0,5031"
2188,292950 São Sebastião do Passé,1991,"0,5596"
2189,292960 Sapeaçu,1991,"0,5133"
2190,292970 Sátiro Dias,1991,"0,4232"
2191,292975 Saubara,1991,"0,5493"
2192,292980 Saúde,1991,"0,4803"
2193,292990 Seabra,1991,"0,5378"
2194,293000 Sebastião Laranjeiras,1991,"0,662"
2195,293010 Senhor do Bonfim,1991,"0,6348"
2196,293020 Sento Sé,1991,"0,6327"
2197,293015 Serra do Ramalho,1991,"0,5597"
2198,293030 Serra Dourada,1991,"0,483"
2199,293040 Serra Preta,1991,"0,4448"
2200,293050 Serrinha,1991,"0,5851"
2201,293060 Serrolândia,1991,"0,5169"
2202,293070 Simões Filho,1991,"0,5171"
2203,293075 Sítio do Mato,1991,"0,4074"
2204,293076 Sítio do Quinto,1991,"0,5156"
2205,293077 Sobradinho,1991,"0,6905"
2206,293080 Souto Soares,1991,"0,5312"
2207,293090 Tabocas do Brejo Velho,1991,"0,4439"
2208,293100 Tanhaçu,1991,"0,5843"
2209,293105 Tanque Novo,1991,"0,5871"
2210,293110 Tanquinho,1991,"0,5399"
2211,293120 Taperoá,1991,"0,5879"
2212,293130 Tapiramutá,1991,"0,4588"
2213,293135 Teixeira de Freitas,1991,"0,6186"
2214,293140 Teodoro Sampaio,1991,"0,5947"
2215,293150 Teofilândia,1991,"0,7179"
2216,293160 Teolândia,1991,"0,5081"
2217,293170 Terra Nova,1991,"0,5132"
2218,293180 Tremedal,1991,"0,5029"
2219,293190 Tucano,1991,"0,506"
2220,293200 Uauá,1991,"0,5471"
2221,293210 Ubaíra,1991,"0,5124"
2222,293220 Ubaitaba,1991,"0,655"
2223,293230 Ubatã,1991,"0,6801"
2224,293240 Uibaí,1991,"0,4673"
2225,293245 Umburanas,1991,"0,439"
2226,293250 Una,1991,"0,5319"
2227,293260 Urandi,1991,"0,8324"
2228,293270 Uruçuca,1991,"0,5166"
2229,293280 Utinga,1991,"0,5023"
2230,293290 Valença,1991,"0,5926"
2231,293300 Valente,1991,"0,5412"
2232,293305 Várzea da Roça,1991,"0,4957"
2233,293310 Várzea do Poço,1991,"0,4956"
2234,293315 Várzea Nova,1991,"0,4446"
2235,293317 Varzedo,1991,"0,5389"
2236,293320 Vera Cruz,1991,"0,5941"
2237,293325 Vereda,1991,"0,6345"
2238,293330 Vitória da Conquista,1991,"0,6053"
2239,293340 Wagner,1991,"0,5326"
2240,293345 Wanderley,1991,"0,5813"
2241,293350 Wenceslau Guimarães,1991,"0,4997"
2242,293360 Xique-Xique,1991,"0,5388"
2243,310010 Abadia dos Dourados,1991,"0,457"
2244,310020 Abaeté,1991,"0,5179"
2245,310030 Abre Campo,1991,"0,5144"
2246,310040 Acaiaca,1991,"0,5917"
2247,310050 Açucena,1991,"0,5504"
2248,310060 Água Boa,1991,"0,5484"
2249,310070 Água Comprida,1991,"0,4497"
2250,310080 Aguanil,1991,"0,433"
2251,310090 Águas Formosas,1991,"0,6294"
2252,310100 Águas Vermelhas,1991,"0,5715"
2253,310110 Aimorés,1991,"0,5633"
2254,310120 Aiuruoca,1991,"0,5505"
2255,310130 Alagoa,1991,"0,6179"
2256,310140 Albertina,1991,"0,4023"
2257,310150 Além Paraíba,1991,"0,5537"
2258,310160 Alfenas,1991,"0,5617"
2259,310163 Alfredo Vasconcelos,1991,
2260,310170 Almenara,1991,"0,665"
2261,310180 Alpercata,1991,"0,44"
2262,310190 Alpinópolis,1991,"0,5347"
2263,310200 Alterosa,1991,"0,4854"
2264,310205 Alto Caparaó,1991,
2265,315350 Alto Jequitibá,1991,"0,5491"
2266,310210 Alto Rio Doce,1991,"0,5496"
2267,310220 Alvarenga,1991,"0,522"
2268,310230 Alvinópolis,1991,"0,6126"
2269,310240 Alvorada de Minas,1991,"0,5412"
2270,310250 Amparo do Serra,1991,"0,5202"
2271,310260 Andradas,1991,"0,482"
2272,310280 Andrelândia,1991,"0,6083"
2273,310285 Angelândia,1991,
2274,310290 Antônio Carlos,1991,"0,5221"
2275,310300 Antônio Dias,1991,"0,519"
2276,310310 Antônio Prado de Minas,1991,"0,5106"
2277,310320 Araçaí,1991,"0,4719"
2278,310330 Aracitaba,1991,"0,5674"
2279,310340 Araçuaí,1991,"0,5397"
2280,310350 Araguari,1991,"0,5337"
2281,310360 Arantina,1991,"0,4818"
2282,310370 Araponga,1991,"0,5714"
2283,310375 Araporã,1991,
2284,310380 Arapuá,1991,"0,5061"
2285,310390 Araújos,1991,"0,4664"
2286,310400 Araxá,1991,"0,5376"
2287,310410 Arceburgo,1991,"0,4871"
2288,310420 Arcos,1991,"0,5148"
2289,310430 Areado,1991,"0,5005"
2290,310440 Argirita,1991,"0,5084"
2291,310445 Aricanduva,1991,
2292,310450 Arinos,1991,"0,5442"
2293,310460 Astolfo Dutra,1991,"0,5668"
2294,310470 Ataléia,1991,"0,5489"
2295,310480 Augusto de Lima,1991,"0,4317"
2296,310490 Baependi,1991,"0,6632"
2297,310500 Baldim,1991,"0,4967"
2298,310510 Bambuí,1991,"0,5191"
2299,310520 Bandeira,1991,"0,4992"
2300,310530 Bandeira do Sul,1991,"0,4028"
2301,310540 Barão de Cocais,1991,"0,4869"
2302,310550 Barão de Monte Alto,1991,"0,4945"
2303,310560 Barbacena,1991,"0,5841"
2304,310570 Barra Longa,1991,"0,5425"
2305,310590 Barroso,1991,"0,5187"
2306,310600 Bela Vista de Minas,1991,"0,4572"
2307,310610 Belmiro Braga,1991,"0,5906"
2308,310620 Belo Horizonte,1991,"0,6107"
2309,310630 Belo Oriente,1991,"0,466"
2310,310640 Belo Vale,1991,"0,4693"
2311,310650 Berilo,1991,"0,5339"
2312,310665 Berizal,1991,
2313,310660 Bertópolis,1991,"0,5599"
2314,310670 Betim,1991,"0,5332"
2315,310680 Bias Fortes,1991,"0,4656"
2316,310690 Bicas,1991,"0,5831"
2317,310700 Biquinhas,1991,"0,5615"
2318,310710 Boa Esperança,1991,"0,63"
2319,310720 Bocaina de Minas,1991,"0,5503"
2320,310730 Bocaiúva,1991,"0,6232"
2321,310740 Bom Despacho,1991,"0,5314"
2322,310750 Bom Jardim de Minas,1991,"0,555"
2323,310760 Bom Jesus da Penha,1991,"0,516"
2324,310770 Bom Jesus do Amparo,1991,"0,5548"
2325,310780 Bom Jesus do Galho,1991,"0,5243"
2326,310790 Bom Repouso,1991,"0,4559"
2327,310800 Bom Sucesso,1991,"0,5514"
2328,310810 Bonfim,1991,"0,4964"
2329,310820 Bonfinópolis de Minas,1991,"0,572"
2330,310825 Bonito de Minas,1991,
2331,310830 Borda da Mata,1991,"0,5028"
2332,310840 Botelhos,1991,"0,5968"
2333,310850 Botumirim,1991,"0,5098"
2334,310870 Brás Pires,1991,"0,5364"
2335,310855 Brasilândia de Minas,1991,
2336,310860 Brasília de Minas,1991,"0,5655"
2337,310890 Brasópolis,1991,"0,563"
2338,310880 Braúnas,1991,"0,5646"
2339,310900 Brumadinho,1991,"0,5814"
2340,310910 Bueno Brandão,1991,"0,4725"
2341,310920 Buenópolis,1991,"0,5674"
2342,310925 Bugre,1991,
2343,310930 Buritis,1991,"0,5386"
2344,310940 Buritizeiro,1991,"0,5438"
2345,310945 Cabeceira Grande,1991,
2346,310950 Cabo Verde,1991,"0,5808"
2347,310960 Cachoeira da Prata,1991,"0,5439"
2348,310970 Cachoeira de Minas,1991,"0,5024"
2349,310270 Cachoeira de Pajeú,1991,"0,5551"
2350,310980 Cachoeira Dourada,1991,"0,5274"
2351,310990 Caetanópolis,1991,"0,4531"
2352,311000 Caeté,1991,"0,509"
2353,311010 Caiana,1991,"0,5437"
2354,311020 Cajuri,1991,"0,3863"
2355,311030 Caldas,1991,"0,6166"
2356,311040 Camacho,1991,"0,588"
2357,311050 Camanducaia,1991,"0,5102"
2358,311060 Cambuí,1991,"0,4577"
2359,311070 Cambuquira,1991,"0,6007"
2360,311080 Campanário,1991,"0,5831"
2361,311090 Campanha,1991,"0,5527"
2362,311100 Campestre,1991,"0,5424"
2363,311110 Campina Verde,1991,"0,5388"
2364,311115 Campo Azul,1991,
2365,311120 Campo Belo,1991,"0,5581"
2366,311130 Campo do Meio,1991,"0,471"
2367,311140 Campo Florido,1991,"0,6472"
2368,311150 Campos Altos,1991,"0,568"
2369,311160 Campos Gerais,1991,"0,54"
2370,311190 Cana Verde,1991,"0,4503"
2371,311170 Canaã,1991,"0,5331"
2372,311180 Canápolis,1991,"0,4394"
2373,311200 Candeias,1991,"0,4698"
2374,311205 Cantagalo,1991,
2375,311210 Caparaó,1991,"0,5618"
2376,311220 Capela Nova,1991,"0,5096"
2377,311230 Capelinha,1991,"0,5973"
2378,311240 Capetinga,1991,"0,4642"
2379,311250 Capim Branco,1991,"0,4963"
2380,311260 Capinópolis,1991,"0,5213"
2381,311265 Capitão Andrade,1991,
2382,311270 Capitão Enéas,1991,"0,5588"
2383,311280 Capitólio,1991,"0,5456"
2384,311290 Caputira,1991,"0,4274"
2385,311300 Caraí,1991,"0,5173"
2386,311310 Caranaíba,1991,"0,455"
2387,311320 Carandaí,1991,"0,5837"
2388,311330 Carangola,1991,"0,5787"
2389,311340 Caratinga,1991,"0,5717"
2390,311350 Carbonita,1991,"0,5216"
2391,311360 Careaçu,1991,"0,4918"
2392,311370 Carlos Chagas,1991,"0,6569"
2393,311380 Carmésia,1991,"0,54"
2394,311390 Carmo da Cachoeira,1991,"0,5034"
2395,311400 Carmo da Mata,1991,"0,5459"
2396,311410 Carmo de Minas,1991,"0,6736"
2397,311420 Carmo do Cajuru,1991,"0,4553"
2398,311430 Carmo do Paranaíba,1991,"0,5266"
2399,311440 Carmo do Rio Claro,1991,"0,4498"
2400,311450 Carmópolis de Minas,1991,"0,5166"
2401,311455 Carneirinho,1991,
2402,311460 Carrancas,1991,"0,6094"
2403,311470 Carvalhópolis,1991,"0,4483"
2404,311480 Carvalhos,1991,"0,5106"
2405,311490 Casa Grande,1991,"0,5139"
2406,311500 Cascalho Rico,1991,"0,4869"
2407,311510 Cássia,1991,"0,5664"
2408,311530 Cataguases,1991,"0,5881"
2409,311535 Catas Altas,1991,
2410,311540 Catas Altas da Noruega,1991,"0,5121"
2411,311545 Catuji,1991,
2412,311547 Catuti,1991,
2413,311550 Caxambu,1991,"0,6071"
2414,311560 Cedro do Abaeté,1991,"0,4797"
2415,311570 Central de Minas,1991,"0,5471"
2416,311580 Centralina,1991,"0,4586"
2417,311590 Chácara,1991,"0,5685"
2418,311600 Chalé,1991,"0,5132"
2419,311610 Chapada do Norte,1991,"0,4515"
2420,311615 Chapada Gaúcha,1991,
2421,311620 Chiador,1991,"0,4937"
2422,311630 Cipotânea,1991,"0,6007"
2423,311640 Claraval,1991,"0,4663"
2424,311650 Claro dos Poções,1991,"0,5016"
2425,311660 Cláudio,1991,"0,5252"
2426,311670 Coimbra,1991,"0,5391"
2427,311680 Coluna,1991,"0,6182"
2428,311690 Comendador Gomes,1991,"0,4741"
2429,311700 Comercinho,1991,"0,5262"
2430,311710 Conceição da Aparecida,1991,"0,5214"
2431,311520 Conceição da Barra de Minas,1991,"0,4642"
2432,311730 Conceição das Alagoas,1991,"0,5571"
2433,311720 Conceição das Pedras,1991,"0,5421"
2434,311740 Conceição de Ipanema,1991,"0,6512"
2435,311750 Conceição do Mato Dentro,1991,"0,5783"
2436,311760 Conceição do Pará,1991,"0,5076"
2437,311770 Conceição do Rio Verde,1991,"0,5684"
2438,311780 Conceição dos Ouros,1991,"0,476"
2439,311783 Cônego Marinho,1991,
2440,311787 Confins,1991,
2441,311790 Congonhal,1991,"0,5274"
2442,311800 Congonhas,1991,"0,546"
2443,311810 Congonhas do Norte,1991,"0,7169"
2444,311820 Conquista,1991,"0,5328"
2445,311830 Conselheiro Lafaiete,1991,"0,5428"
2446,311840 Conselheiro Pena,1991,"0,5652"
2447,311850 Consolação,1991,"0,3994"
2448,311860 Contagem,1991,"0,4793"
2449,311870 Coqueiral,1991,"0,5702"
2450,311880 Coração de Jesus,1991,"0,549"
2451,311890 Cordisburgo,1991,"0,5099"
2452,311900 Cordislândia,1991,"0,5407"
2453,311910 Corinto,1991,"0,5924"
2454,311920 Coroaci,1991,"0,5361"
2455,311930 Coromandel,1991,"0,5336"
2456,311940 Coronel Fabriciano,1991,"0,5516"
2457,311950 Coronel Murta,1991,"0,5048"
2458,311960 Coronel Pacheco,1991,"0,474"
2459,311970 Coronel Xavier Chaves,1991,"0,4135"
2460,311980 Córrego Danta,1991,"0,5776"
2461,311990 Córrego do Bom Jesus,1991,"0,433"
2462,311995 Córrego Fundo,1991,
2463,312000 Córrego Novo,1991,"0,4483"
2464,312010 Couto de Magalhães de Minas,1991,"0,6682"
2465,312015 Crisólita,1991,
2466,312020 Cristais,1991,"0,5434"
2467,312030 Cristália,1991,"0,4602"
2468,312040 Cristiano Otoni,1991,"0,5475"
2469,312050 Cristina,1991,"0,5791"
2470,312060 Crucilândia,1991,"0,7846"
2471,312070 Cruzeiro da Fortaleza,1991,"0,4699"
2472,312080 Cruzília,1991,"0,5808"
2473,312083 Cuparaque,1991,
2474,312087 Curral de Dentro,1991,
2475,312090 Curvelo,1991,"0,5919"
2476,312100 Datas,1991,"0,5311"
2477,312110 Delfim Moreira,1991,"0,6317"
2478,312120 Delfinópolis,1991,"0,4869"
2479,312125 Delta,1991,
2480,312130 Descoberto,1991,"0,4652"
2481,312140 Desterro de Entre Rios,1991,"0,4895"
2482,312150 Desterro do Melo,1991,"0,5666"
2483,312160 Diamantina,1991,"0,5826"
2484,312170 Diogo de Vasconcelos,1991,"0,514"
2485,312180 Dionísio,1991,"0,5485"
2486,312190 Divinésia,1991,"0,5452"
2487,312200 Divino,1991,"0,5625"
2488,312210 Divino das Laranjeiras,1991,"0,5525"
2489,312220 Divinolândia de Minas,1991,"0,468"
2490,312230 Divinópolis,1991,"0,5388"
2491,312235 Divisa Alegre,1991,
2492,312240 Divisa Nova,1991,"0,7087"
2493,312245 Divisópolis,1991,
2494,312247 Dom Bosco,1991,
2495,312250 Dom Cavati,1991,"0,6196"
2496,312260 Dom Joaquim,1991,"0,5435"
2497,312270 Dom Silvério,1991,"0,5124"
2498,312280 Dom Viçoso,1991,"0,4998"
2499,312290 Dona Eusébia,1991,"0,4824"
2500,312300 Dores de Campos,1991,"0,5689"
2501,312310 Dores de Guanhães,1991,"0,5802"
2502,312320 Dores do Indaiá,1991,"0,646"
2503,312330 Dores do Turvo,1991,"0,5272"
2504,312340 Doresópolis,1991,"0,3703"
2505,312350 Douradoquara,1991,"0,5233"
2506,312352 Durandé,1991,
2507,312360 Elói Mendes,1991,"0,5583"
2508,312370 Engenheiro Caldas,1991,"0,5639"
2509,312380 Engenheiro Navarro,1991,"0,5468"
2510,312385 Entre Folhas,1991,
2511,312390 Entre Rios de Minas,1991,"0,5672"
2512,312400 Ervália,1991,"0,5656"
2513,312410 Esmeraldas,1991,"0,5274"
2514,312420 Espera Feliz,1991,"0,5708"
2515,312430 Espinosa,1991,"0,5183"
2516,312440 Espírito Santo do Dourado,1991,"0,4358"
2517,312450 Estiva,1991,"0,4651"
2518,312460 Estrela Dalva,1991,"0,727"
2519,312470 Estrela do Indaiá,1991,"0,6256"
2520,312480 Estrela do Sul,1991,"0,5205"
2521,312490 Eugenópolis,1991,"0,5572"
2522,312500 Ewbank da Câmara,1991,"0,4956"
2523,312510 Extrema,1991,"0,5166"
2524,312520 Fama,1991,"0,6443"
2525,312530 Faria Lemos,1991,"0,587"
2526,312540 Felício dos Santos,1991,"0,529"
2527,312560 Felisburgo,1991,"0,6268"
2528,312570 Felixlândia,1991,"0,5908"
2529,312580 Fernandes Tourinho,1991,"0,5065"
2530,312590 Ferros,1991,"0,6215"
2531,312595 Fervedouro,1991,
2532,312600 Florestal,1991,"0,5674"
2533,312610 Formiga,1991,"0,5876"
2534,312620 Formoso,1991,"0,5835"
2535,312630 Fortaleza de Minas,1991,"0,529"
2536,312640 Fortuna de Minas,1991,"0,4791"
2537,312650 Francisco Badaró,1991,"0,4583"
2538,312660 Francisco Dumont,1991,"0,5173"
2539,312670 Francisco Sá,1991,"0,5142"
2540,312675 Franciscópolis,1991,
2541,312680 Frei Gaspar,1991,"0,5249"
2542,312690 Frei Inocêncio,1991,"0,6183"
2543,312695 Frei Lagonegro,1991,
2544,312700 Fronteira,1991,"0,4699"
2545,312705 Fronteira dos Vales,1991,"0,4732"
2546,312707 Fruta de Leite,1991,
2547,312710 Frutal,1991,"0,5627"
2548,312720 Funilândia,1991,"0,646"
2549,312730 Galiléia,1991,"0,6161"
2550,312733 Gameleiras,1991,
2551,312735 Glaucilândia,1991,
2552,312737 Goiabeira,1991,
2553,312738 Goianá,1991,
2554,312740 Gonçalves,1991,"0,5432"
2555,312750 Gonzaga,1991,"0,4192"
2556,312760 Gouveia,1991,"0,5242"
2557,312770 Governador Valadares,1991,"0,5973"
2558,312780 Grão Mogol,1991,"0,5506"
2559,312790 Grupiara,1991,"0,4782"
2560,312800 Guanhães,1991,"0,5578"
2561,312810 Guapé,1991,"0,5236"
2562,312820 Guaraciaba,1991,"0,5191"
2563,312825 Guaraciama,1991,
2564,312830 Guaranésia,1991,"0,4891"
2565,312840 Guarani,1991,"0,596"
2566,312850 Guarará,1991,"0,5121"
2567,312860 Guarda-Mor,1991,"0,5882"
2568,312870 Guaxupé,1991,"0,5641"
2569,312880 Guidoval,1991,"0,5545"
2570,312890 Guimarânia,1991,"0,5603"
2571,312900 Guiricema,1991,"0,5359"
2572,312910 Gurinhatã,1991,"0,5174"
2573,312920 Heliodora,1991,"0,5884"
2574,312930 Iapu,1991,"0,5115"
2575,312940 Ibertioga,1991,"0,6311"
2576,312950 Ibiá,1991,"0,5045"
2577,312960 Ibiaí,1991,"0,5266"
2578,312965 Ibiracatu,1991,
2579,312970 Ibiraci,1991,"0,4939"
2580,312980 Ibirité,1991,"0,466"
2581,312990 Ibitiúra de Minas,1991,"0,4259"
2582,313000 Ibituruna,1991,"0,5474"
2583,313005 Icaraí de Minas,1991,
2584,313010 Igarapé,1991,"0,5571"
2585,313020 Igaratinga,1991,"0,4534"
2586,313030 Iguatama,1991,"0,5558"
2587,313040 Ijaci,1991,"0,41"
2588,313050 Ilicínea,1991,"0,4723"
2589,313055 Imbé de Minas,1991,
2590,313060 Inconfidentes,1991,"0,5681"
2591,313065 Indaiabira,1991,
2592,313070 Indianópolis,1991,"0,4366"
2593,313080 Ingaí,1991,"0,6519"
2594,313090 Inhapim,1991,"0,5969"
2595,313100 Inhaúma,1991,"0,4799"
2596,313110 Inimutaba,1991,"0,4819"
2597,313115 Ipaba,1991,
2598,313120 Ipanema,1991,"0,5447"
2599,313130 Ipatinga,1991,"0,5524"
2600,313140 Ipiaçu,1991,"0,4616"
2601,313150 Ipuiúna,1991,"0,6487"
2602,313160 Iraí de Minas,1991,"0,6172"
2603,313170 Itabira,1991,"0,567"
2604,313180 Itabirinha,1991,"0,5633"
2605,313190 Itabirito,1991,"0,4904"
2606,313200 Itacambira,1991,"0,4559"
2607,313210 Itacarambi,1991,"0,5168"
2608,313220 Itaguara,1991,"0,5372"
2609,313230 Itaipé,1991,"0,5063"
2610,313240 Itajubá,1991,"0,5637"
2611,313250 Itamarandiba,1991,"0,5466"
2612,313260 Itamarati de Minas,1991,"0,465"
2613,313270 Itambacuri,1991,"0,6808"
2614,313280 Itambé do Mato Dentro,1991,"0,6151"
2615,313290 Itamogi,1991,"0,5066"
2616,313300 Itamonte,1991,"0,543"
2617,313310 Itanhandu,1991,"0,6445"
2618,313320 Itanhomi,1991,"0,5615"
2619,313330 Itaobim,1991,"0,4869"
2620,313340 Itapagipe,1991,"0,5592"
2621,313350 Itapecerica,1991,"0,5706"
2622,313360 Itapeva,1991,"0,4963"
2623,313370 Itatiaiuçu,1991,"0,5007"
2624,313375 Itaú de Minas,1991,"0,4541"
2625,313380 Itaúna,1991,"0,5168"
2626,313390 Itaverava,1991,"0,4988"
2627,313400 Itinga,1991,"0,5024"
2628,313410 Itueta,1991,"0,495"
2629,313420 Ituiutaba,1991,"0,5768"
2630,313430 Itumirim,1991,"0,4564"
2631,313440 Iturama,1991,"0,5638"
2632,313450 Itutinga,1991,"0,5447"
2633,313460 Jaboticatubas,1991,"0,571"
2634,313470 Jacinto,1991,"0,5346"
2635,313480 Jacuí,1991,"0,4808"
2636,313490 Jacutinga,1991,"0,5269"
2637,313500 Jaguaraçu,1991,"0,4829"
2638,313505 Jaíba,1991,
2639,313507 Jampruca,1991,
2640,313510 Janaúba,1991,"0,5819"
2641,313520 Januária,1991,"0,6315"
2642,313530 Japaraíba,1991,"0,427"
2643,313535 Japonvar,1991,
2644,313540 Jeceaba,1991,"0,4704"
2645,313545 Jenipapo de Minas,1991,
2646,313550 Jequeri,1991,"0,5886"
2647,313560 Jequitaí,1991,"0,5836"
2648,313570 Jequitibá,1991,"0,5383"
2649,313580 Jequitinhonha,1991,"0,5683"
2650,313590 Jesuânia,1991,"0,5676"
2651,313600 Joaíma,1991,"0,6964"
2652,313610 Joanésia,1991,"0,5077"
2653,313620 João Monlevade,1991,"0,5047"
2654,313630 João Pinheiro,1991,"0,5864"
2655,313640 Joaquim Felício,1991,"0,5414"
2656,313650 Jordânia,1991,"0,5909"
2657,313652 José Gonçalves de Minas,1991,
2658,313655 José Raydan,1991,
2659,313657 Josenópolis,1991,
2660,313665 Juatuba,1991,
2661,313670 Juiz de Fora,1991,"0,573"
2662,313680 Juramento,1991,"0,4555"
2663,313690 Juruaia,1991,"0,4982"
2664,313695 Juvenília,1991,
2665,313700 Ladainha,1991,"0,4429"
2666,313710 Lagamar,1991,"0,5508"
2667,313720 Lagoa da Prata,1991,"0,4905"
2668,313730 Lagoa dos Patos,1991,"0,504"
2669,313740 Lagoa Dourada,1991,"0,6085"
2670,313750 Lagoa Formosa,1991,"0,5299"
2671,313753 Lagoa Grande,1991,
2672,313760 Lagoa Santa,1991,"0,6109"
2673,313770 Lajinha,1991,"0,5256"
2674,313780 Lambari,1991,"0,5759"
2675,313790 Lamim,1991,"0,4897"
2676,313800 Laranjal,1991,"0,5389"
2677,313810 Lassance,1991,"0,4769"
2678,313820 Lavras,1991,"0,5557"
2679,313830 Leandro Ferreira,1991,"0,5859"
2680,313835 Leme do Prado,1991,
2681,313840 Leopoldina,1991,"0,5832"
2682,313850 Liberdade,1991,"0,6379"
2683,313860 Lima Duarte,1991,"0,5677"
2684,313862 Limeira do Oeste,1991,
2685,313865 Lontra,1991,
2686,313867 Luisburgo,1991,
2687,313868 Luislândia,1991,
2688,313870 Luminárias,1991,"0,5022"
2689,313880 Luz,1991,"0,7007"
2690,313890 Machacalis,1991,"0,6038"
2691,313900 Machado,1991,"0,5931"
2692,313910 Madre de Deus de Minas,1991,"0,6259"
2693,313920 Malacacheta,1991,"0,5446"
2694,313925 Mamonas,1991,
2695,313930 Manga,1991,"0,6547"
2696,313940 Manhuaçu,1991,"0,5698"
2697,313950 Manhumirim,1991,"0,5887"
2698,313960 Mantena,1991,"0,6321"
2699,313980 Mar de Espanha,1991,"0,5708"
2700,313970 Maravilhas,1991,"0,6216"
2701,313990 Maria da Fé,1991,"0,5481"
2702,314000 Mariana,1991,"0,5939"
2703,314010 Marilac,1991,"0,5356"
2704,314015 Mário Campos,1991,
2705,314020 Maripá de Minas,1991,"0,5081"
2706,314030 Marliéria,1991,"0,5624"
2707,314040 Marmelópolis,1991,"0,4164"
2708,314050 Martinho Campos,1991,"0,5147"
2709,314053 Martins Soares,1991,
2710,314055 Mata Verde,1991,
2711,314060 Materlândia,1991,"0,6142"
2712,314070 Mateus Leme,1991,"0,5157"
2713,317150 Mathias Lobato,1991,"0,6104"
2714,314080 Matias Barbosa,1991,"0,5565"
2715,314085 Matias Cardoso,1991,
2716,314090 Matipó,1991,"0,5514"
2717,314100 Mato Verde,1991,"0,5356"
